ID,Nome do Experimento,Área de Conhecimento,Grupo da Área,Status,Português,Inglês,Espanhol,Web,Android,iOS,Link
1333,Técnica e aplicação de manobras de higiene brônquica,SAÚDE,FISIOTERAPIA RESPIRATÓRIA E INTENSIVISMO,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1333
1334,Técnica e aplicação de equipamentos mecânicos,SAÚDE,FISIOTERAPIA RESPIRATÓRIA E INTENSIVISMO,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1334
1335,Dimensões antropométricas estáticas de dinâmicas,SAÚDE,FISIOTERAPIA NA SAÚDE DO TRABALHADOR,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1335
1336,Classificação Internacional de Funcionalidade (CIF) na Sáude do Trabalhador,SAÚDE,FISIOTERAPIA NA SAÚDE DO TRABALHADOR,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1336
1337,NIOSH e OWAS,SAÚDE,FISIOTERAPIA NA SAÚDE DO TRABALHADOR,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1337
1338,RULA,SAÚDE,FISIOTERAPIA NA SAÚDE DO TRABALHADOR,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1338
1339,"Técnica, aplicação e interpretação do Peak Flow",SAÚDE,AVALIAÇÃO FÍSICO FUNCIONAL E IMAGINOLOGIA / FISIOLOGIA DO EXERCÍCIO E AVALIAÇÃO CARDIORRESPIRATÓRIA,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1339
1340,Programa de exercícios para pacientes com hipertensão arterial,SAÚDE,AVALIAÇÃO FÍSICO FUNCIONAL E IMAGINOLOGIA / FISIOLOGIA DO EXERCÍCIO E AVALIAÇÃO CARDIORRESPIRATÓRIA,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1340
1341,Programa de exercícios para pacientes com diabetes,SAÚDE,AVALIAÇÃO FÍSICO FUNCIONAL E IMAGINOLOGIA / FISIOLOGIA DO EXERCÍCIO E AVALIAÇÃO CARDIORRESPIRATÓRIA,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1341
1342,Tratamento Fisioterapêutico para dor femoropatelar,SAÚDE,FISIOTERAPIA ORTOPÉDICA E TRAUMATOLOGIA,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1342
1343,Tratamento Fisioterapêutico para pós-operatório de reparo meniscal,SAÚDE,FISIOTERAPIA ORTOPÉDICA E TRAUMATOLOGIA,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1343
1344,Tratamento Fisioterapêutico para capsulite adesiva do ombro,SAÚDE,FISIOTERAPIA ORTOPÉDICA E TRAUMATOLOGIA,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1344
1359,Cateterismo Vesical de Demora,SAÚDE,ASSISTÊNCIA DE ENFERMAGEM NA SAÚDE DO ADULTO,Lançamento,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1359
1360,Tratamento Fisioterapêutico para epicondilite lateral,SAÚDE,FISIOTERAPIA ORTOPÉDICA E TRAUMATOLOGIA,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1360
1361,Tratamento Fisioterapêutico para hérnia de disco lombar,SAÚDE,FISIOTERAPIA ORTOPÉDICA E TRAUMATOLOGIA,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1361
1362,Avaliação dos pares cranianos,SAÚDE,FISIOTERAPIA NEUROFUNCIONAL,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1362
1363,Avaliação e testes de equilíbrio,SAÚDE,FISIOTERAPIA NEUROFUNCIONAL,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1363
1364,Técnica e aplicação de manobras para reexpansão pulmonar (compressão-descompressão),SAÚDE,FISIOTERAPIA RESPIRATÓRIA E INTENSIVISMO,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1364
1365,Técnica e aplicação de padrões ventilatórios,SAÚDE,FISIOTERAPIA RESPIRATÓRIA E INTENSIVISMO,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1365
1366,Assistência de Enfermagem na intoxicação exógena,SAÚDE,Enfermagem Do Trabalho,Lançamento,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1366
1367,Evento traumático e realização de torniquete,SAÚDE,Enfermagem Do Trabalho,Lançamento,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1367
1368,Administração de Injeção Intramuscular profunda,SAÚDE,ASSISTÊNCIA DE ENFERMAGEM NA SAÚDE DO ADULTO,Lançamento,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1368
1369,Administração de Vacina Intradérmica - Vacina BCG,SAÚDE,Saúde Coletiva E Assistência De Enfermagem Na Atenção Primária E Secundária,Lançamento,Sim,Não,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1369
1370,Preparo e Administração de Medicação via Vaginal,SAÚDE,Assistência De Enfermagem Da Gestante E Parturiente,Lançamento,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1370
1371,Etapas do processo de parto natural,SAÚDE,Assistência De Enfermagem Da Gestante E Parturiente,Lançamento,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1371
1372,Cateterismo umbilical,SAÚDE,Assistência De Enfermagem Ao Recém-nascido E Lactente,Lançamento,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1372
1373,Avaliação do APGAR,SAÚDE,Assistência De Enfermagem Ao Recém-nascido E Lactente,Lançamento,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1373
1374,Punção Endovenosa,SAÚDE,ASSISTÊNCIA DE ENFERMAGEM NO CENTRO OBSTÉTRICO,Lançamento,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1374
1375,Administração de medicamentos pela via intravenosa,SAÚDE,Assistência De Enfermagem No Centro Cirúrgico,Lançamento,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1375
1376,Venóclise/Soroterapia,SAÚDE,Assistência De Enfermagem No Centro Cirúrgico,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1376
1377,Instrumentação Cirúrgica - Colocação Avental Estéril,SAÚDE,ASSISTÊNCIA DE ENFERMAGEM NA SAÚDE DO ADULTO,Lançamento,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1377
1378,Check-list de cirurgia segura: avaliação das informações,SAÚDE,Auditoria Em Saúde,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1378
1379,Registro correto da Evolução de Enfermagem,SAÚDE,Auditoria Em Saúde,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1379
1380,Curativo de cateter venoso central,SAÚDE,Assistência De Enfermagem Em Terapia Intensiva,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1380
1381,Aspiração de via aérea superior - Paciente com TOT,SAÚDE,Assistência De Enfermagem Em Terapia Intensiva,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1381
1382,Inserção de DIU,SAÚDE,ASSISTÊNCIA DE ENFERMAGEM NA SAÚDE DA MULHER,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1382
1383,Ausculta de BCF,SAÚDE,ASSISTÊNCIA DE ENFERMAGEM NA SAÚDE DO ADULTO,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1383
1384,Flexão em Vigas,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA","PRÁTICAS ESPECÍFICAS DE ENG. CIVIL, GEOLOGIA E ARQUITETURA",Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1384
1385,Determinação da capacidade antioxidante por dpph,SAÚDE,NUTRIÇÃO,Lançamento,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1385
1386,Administração de medicamentos pela via intramuscular,SAÚDE,ASSISTÊNCIA DE ENFERMAGEM NA SAÚDE MENTAL,Lançamento,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1386
1387,Administração de Medicamento pela via oral,SAÚDE,ASSISTÊNCIA DE ENFERMAGEM NA SAÚDE MENTAL,Lançamento,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1387
1388,Administração de medicamentos pela via subcutânea,SAÚDE,ASSISTÊNCIA DE ENFERMAGEM NA SAÚDE DA CRIANÇA E DO ADOLESCENTE,Lançamento,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1388
1389,Preparo de soluções para análise antioxidante por DPPH,SAÚDE,NUTRIÇÃO,Lançamento,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1389
1390,Sondagem Nasoentenral,SAÚDE,ASSISTÊNCIA DE ENFERMAGEM NA SAÚDE DO IDOSO,Lançamento,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1390
1391,Exame físico do adolescente - Foco nas IST,SAÚDE,ASSISTÊNCIA DE ENFERMAGEM NA SAÚDE DA CRIANÇA E DO ADOLESCENTE,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1391
1392,Remoção de Cateter Vesical de Demora,SAÚDE,ASSISTÊNCIA DE ENFERMAGEM NA SAÚDE DO ADULTO,Lançamento,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1392
1393,Exame Físico do Recém-Nascido,SAÚDE,ASSISTÊNCIA DE ENFERMAGEM NO CENTRO OBSTÉTRICO,Lançamento,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1393
1394,Testagem de extratos vegetais e isolados funcionais,SAÚDE,NUTRIÇÃO,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1394
1395,Identificação de microrganismos indicativos de sanidade ambiental,SAÚDE,CONTROLE DE QUALIDADE,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1395
1396,Experiência de crescimento microbiano em diferentes condições intrínsecas e extrínsecas,SAÚDE,CONTROLE DE QUALIDADE,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1396
1397,Análise de coliformes totais a 45 °C em alimentos,SAÚDE,CONTROLE DE QUALIDADE,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1397
1398,Contagem de colônias e determinação de UFC e Cáclulo do NMP,SAÚDE,CONTROLE DE QUALIDADE,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1398
1399,Análise de bolores e leveduras em alimentos,SAÚDE,CONTROLE DE QUALIDADE,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1399
1400,Análise de Salmonella em alimentos,SAÚDE,CONTROLE DE QUALIDADE,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1400
1401,Cateterismo vesical de alivio,SAÚDE,ASSISTÊNCIA DE ENFERMAGEM NA SAÚDE DO ADULTO,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1401
1402,Cuidados de Enfermagem diante de uma emergência psiquiátrica,SAÚDE,ASSISTÊNCIA DE ENFERMAGEM NA SAÚDE MENTAL,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1402
1403,Identificação e cuidados frente a crise convulsiva,SAÚDE,ASSISTÊNCIA DE ENFERMAGEM NA SAÚDE MENTAL,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1403
1404,Orientação para Pega Correta na Amamentação,SAÚDE,ASSISTÊNCIA DE ENFERMAGEM NA SAÚDE DA CRIANÇA E DO ADOLESCENTE,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1404
1405,Exame físico na Dermatose Ocupacional,SAÚDE,Enfermagem Do Trabalho,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1405
1406,Assistência de Enfermagem na picada por animal peçonhento,SAÚDE,Enfermagem Do Trabalho,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1406
1407,Exame físico da gestante,SAÚDE,Assistência De Enfermagem Da Gestante E Parturiente,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1407
1408,Avaliação de ostomias com troca de bolsa,SAÚDE,Saúde Coletiva E Assistência De Enfermagem Na Atenção Primária E Secundária,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1408
1409,Sondagem Orogástrica no RN,SAÚDE,Assistência De Enfermagem Ao Recém-nascido E Lactente,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1409
1410,Realização do Teste do pezinho,SAÚDE,Assistência De Enfermagem Ao Recém-nascido E Lactente,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1410
1411,Punção Arterial,SAÚDE,Assistência De Enfermagem No Centro Cirúrgico,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1411
1412,Controle da dor no Pré-Parto,SAÚDE,ASSISTÊNCIA DE ENFERMAGEM NO CENTRO OBSTÉTRICO,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1412
1413,Avaliação da puérpera no CO,SAÚDE,ASSISTÊNCIA DE ENFERMAGEM NO CENTRO OBSTÉTRICO,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1413
1414,Escala de Braden,SAÚDE,Assistência De Enfermagem Aos Pacientes Oncológicos E Cuidados Paliativos,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1414
1415,Escala de Morse,SAÚDE,Assistência De Enfermagem Aos Pacientes Oncológicos E Cuidados Paliativos,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1415
1416,Aprazamento correto de medicações e cuidados de enfermagem,SAÚDE,Auditoria Em Saúde,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1416
1417,Avaliação de indicadores: relação custo x benefício,SAÚDE,Auditoria Em Saúde,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1417
1418,Aspiração de via aéra superior - Paciente com TQT,SAÚDE,Assistência De Enfermagem Em Terapia Intensiva,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1418
1419,Monitorização Hemodinâmica - PAM/PA/FC/FR/Temp/SatO2,SAÚDE,Assistência De Enfermagem Em Terapia Intensiva,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1419
1420,Distribuição De Tempo De Residência Com Reatores De Mistura (CSTR),"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",PRÁTICAS ESPECÍFICAS DE ENG. QUÍMICA,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1420
1421,Distribuição De Tempo De Residência Com Reator Tubular,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",PRÁTICAS ESPECÍFICAS DE ENG. QUÍMICA,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1421
1422,Ensaios Reacionais Em Reator De Mistura - Batelada,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",PRÁTICAS ESPECÍFICAS DE ENG. QUÍMICA,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1422
1423,Ensaios Reacionais Em Reator De Mistura Contínuo (CSTR),"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",PRÁTICAS ESPECÍFICAS DE ENG. QUÍMICA,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1423
1424,Ensaios Reacionais Em Reator Contínuo Tubular (PFR),"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",PRÁTICAS ESPECÍFICAS DE ENG. QUÍMICA,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1424
1425,Anatomia Palpatória da Cintura Escapular,SAÚDE,ANATOMIA SISTÊMICA,Lançamento,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1425
1426,Anatomia Palpatória da Cintura Pélvica,SAÚDE,ANATOMIA SISTÊMICA,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1426
1427,Anatomia Palpatória dos Membros Superiores,SAÚDE,ANATOMIA SISTÊMICA,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1427
1428,Anatomia Palpatória da Coxa e Joelho,SAÚDE,ANATOMIA SISTÊMICA,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1428
1429,Anatomia Palpatória da Perna e Pés,SAÚDE,ANATOMIA SISTÊMICA,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1429
1430,Anatomia Palpatória da Coluna Cervical e Pescoço,SAÚDE,ANATOMIA SISTÊMICA,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1430
1431,Anatomia Palpatória do Tórax e Coluna Tóraco-Lombar,SAÚDE,ANATOMIA SISTÊMICA,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1431
20001,Medidas de Massa e Volume de Líquidos,CIÊNCIAS NATURAIS,QUÍMICA,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=20001
20002,Separação Mistura Heterogênea: Filtração Simples,CIÊNCIAS NATURAIS,QUÍMICA,Indisponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=20002
20003,Separação de uma Mistura Homogênea: Destilação Simples,CIÊNCIAS NATURAIS,QUÍMICA,Indisponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=20003
20004, Separação de uma Mistura Heterogênea: Decantação,CIÊNCIAS NATURAIS,QUÍMICA,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=20004
20005,Ensaio de Chamas,CIÊNCIAS NATURAIS,QUÍMICA,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=20005
20006,Caráter Oxidante do Halogêneos,CIÊNCIAS NATURAIS,QUÍMICA,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=20006
20007,Condutividade Elétrica em Líquidos e Sólidos,CIÊNCIAS NATURAIS,QUÍMICA,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=20007
20008,Pilha De Daniell,CIÊNCIAS NATURAIS,QUÍMICA,Indisponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=20008
20009,Estudo da Espontaneidade de uma Reação,CIÊNCIAS NATURAIS,QUÍMICA,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=20009
20010,Movimento Retilíneo Uniforme (MRU),CIÊNCIAS NATURAIS,FÍSICA,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=20010
20011,Movimento Retilíneo Uniformemente Variado (MRUV),CIÊNCIAS NATURAIS,FÍSICA,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=20011
20012,Princípio da Conservação da Energia - ,CIÊNCIAS NATURAIS,FÍSICA,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=20012
20013,Queda Livre,CIÊNCIAS NATURAIS,FÍSICA,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=20013
20014,Lei de Hooke,CIÊNCIAS NATURAIS,FÍSICA,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=20014
20015,Hidrostática,CIÊNCIAS NATURAIS,FÍSICA,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=20015
20016,Dilatômetro,CIÊNCIAS NATURAIS,FÍSICA,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=20016
20017,Calorimetria,CIÊNCIAS NATURAIS,FÍSICA,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=20017
20019,Associação em Série de Resistores,CIÊNCIAS NATURAIS,FÍSICA,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=20019
20020,Pêndulo simples ,CIÊNCIAS NATURAIS,FÍSICA,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=20020
20021,Leis de Kirchhoff,CIÊNCIAS NATURAIS,FÍSICA,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=20021
20022,Espelhos Planos,CIÊNCIAS NATURAIS,FÍSICA,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=20022
20023,Estática - Balança de Prato,CIÊNCIAS NATURAIS,FÍSICA,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=20023
20024,Pêndulo Balístico,CIÊNCIAS NATURAIS,FÍSICA,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=20024
20025,Difração por Fenda Dupla,CIÊNCIAS NATURAIS,FÍSICA,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=20025
20026,Capacitores,CIÊNCIAS NATURAIS,FÍSICA,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=20026
20027,Campo Eletromagnético,CIÊNCIAS NATURAIS,FÍSICA,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=20027
20028,Leds & Diodos ,CIÊNCIAS NATURAIS,FÍSICA,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=20028
20029,Máxima Transferência de Potência ,CIÊNCIAS NATURAIS,FÍSICA,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=20029
